,id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
4900,5419,6,7842685,feature envy,minor,48:45.0,function,org.apache.geode.cache.ResumptionAction.fromName String,git@github.com:apache/geode.git,8fd839e8b73e40bd2dfd14f331b587431bd35a66,/geode-core/src/main/java/org/apache/geode/cache/ResumptionAction.java,79,92,https://github.com/apache/geode/blob/8fd839e8b73e40bd2dfd14f331b587431bd35a66/geode-core/src/main/java/org/apache/geode/cache/ResumptionAction.java/#L79-L92,1.0
4922,5441,6,8293792,feature envy,minor,55:51.1,function,org.apache.james.mailrepository.cassandra.CassandraMailRepositoryMailDAO#toByteBuffer Serializable,git@github.com:apache/james-project.git,fa24a096a5853459c3769a34ccc68feb91626bfa,/server/mailrepository/mailrepository-cassandra/src/main/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryMailDAO.java,257,265,https://github.com/apache/james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/server/mailrepository/mailrepository-cassandra/src/main/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryMailDAO.java/#L257-L265,1.0
4930,5449,6,8295253,feature envy,minor,58:24.5,function,org.apache.james.mailbox.elasticsearch.query.CriterionConverter#convertCustomFlagCriterion SearchQuery.CustomFlagCriterion,git@github.com:apache/james-project.git,fa24a096a5853459c3769a34ccc68feb91626bfa,/mailbox/elasticsearch/src/main/java/org/apache/james/mailbox/elasticsearch/query/CriterionConverter.java,132,139,https://github.com/apache/james-project/blob/fa24a096a5853459c3769a34ccc68feb91626bfa/mailbox/elasticsearch/src/main/java/org/apache/james/mailbox/elasticsearch/query/CriterionConverter.java/#L132-L139,1.0
4932,5451,6,6052388,feature envy,minor,58:57.9,function,org.eclipse.dawnsci.analysis.dataset.roi.fitting.EllipseFitter.generateCoordinates Dataset|double[],git@github.com:eclipse/dawnsci.git,1131d5c65e9e8ea98141eecee1743cf1053544f4,/org.eclipse.dawnsci.analysis.dataset/src/org/eclipse/dawnsci/analysis/dataset/roi/fitting/EllipseFitter.java,486,512,https://github.com/eclipse/dawnsci/blob/1131d5c65e9e8ea98141eecee1743cf1053544f4/org.eclipse.dawnsci.analysis.dataset/src/org/eclipse/dawnsci/analysis/dataset/roi/fitting/EllipseFitter.java/#L486-L512,1.0
4974,5493,6,5226222,feature envy,minor,07:42.4,function,org.apache.olingo.odata2.jpa.processor.api.ODataJPADefaultProcessor#executeChangeSet BatchHandler|List<ODataRequest>,git@github.com:apache/olingo-odata2.git,c5e9fdf569b5e2e50f5670c91013db8f9ae1d950,/odata2-jpa-processor/jpa-api/src/main/java/org/apache/olingo/odata2/jpa/processor/api/ODataJPADefaultProcessor.java,270,297,https://github.com/apache/olingo-odata2/blob/c5e9fdf569b5e2e50f5670c91013db8f9ae1d950/odata2-jpa-processor/jpa-api/src/main/java/org/apache/olingo/odata2/jpa/processor/api/ODataJPADefaultProcessor.java/#L270-L297,1.0
5021,5540,6,5340257,feature envy,minor,15:00.9,function,org.apache.nifi.controller.repository.VolatileContentRepository#exportTo ContentClaim|Path|boolean|long|long,git@github.com:apache/nifi.git,c8eff590efa3babcda0b755009224dcac168708b,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/repository/VolatileContentRepository.java,397,418,https://github.com/apache/nifi/blob/c8eff590efa3babcda0b755009224dcac168708b/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/repository/VolatileContentRepository.java/#L397-L418,1.0
5025,5544,6,4352708,feature envy,minor,16:19.9,function,org.apache.derby.impl.sql.compile.NormalizeResultSetNode.NormalizeResultSetNode ResultSetNode|ResultColumnList|Properties|boolean|ContextManager,git@github.com:apache/derby.git,bd246fc89d4fce3f82f8344074ecb8a4713418df,/java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/NormalizeResultSetNode.java,561,612,https://github.com/apache/derby/blob/bd246fc89d4fce3f82f8344074ecb8a4713418df/java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/NormalizeResultSetNode.java/#L561-L612,1.0
5028,5547,6,7697841,feature envy,minor,16:50.1,function,com.tencent.tinker.loader.shareutil.ShareOatUtil.getOatFileInstructionSet File,git@github.com:Tencent/tinker.git,7523900600317ebd618f3505434176b381bd0bc2,/tinker-android/tinker-android-loader/src/main/java/com/tencent/tinker/loader/shareutil/ShareOatUtil.java,48,139,https://github.com/Tencent/tinker/blob/7523900600317ebd618f3505434176b381bd0bc2/tinker-android/tinker-android-loader/src/main/java/com/tencent/tinker/loader/shareutil/ShareOatUtil.java/#L48-L139,1.0
5035,5554,6,4470846,feature envy,minor,19:52.7,function,org.apache.drill.exec.physical.rowSet.project.RequestedTupleImpl#parseArray NameSegment,git@github.com:apache/drill.git,5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3,/exec/java-exec/src/main/java/org/apache/drill/exec/physical/rowSet/project/RequestedTupleImpl.java,260,291,https://github.com/apache/drill/blob/5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3/exec/java-exec/src/main/java/org/apache/drill/exec/physical/rowSet/project/RequestedTupleImpl.java/#L260-L291,1.0
5044,5563,6,7770031,feature envy,minor,22:25.3,function,org.apache.druid.benchmark.ConciseComplementBenchmark#uncompressed Blackhole,git@github.com:apache/incubator-druid.git,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5,/benchmarks/src/main/java/org/apache/druid/benchmark/ConciseComplementBenchmark.java,43,51,https://github.com/apache/incubator-druid/blob/8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5/benchmarks/src/main/java/org/apache/druid/benchmark/ConciseComplementBenchmark.java/#L43-L51,1.0
5045,5564,6,4402431,feature envy,major,22:43.9,function,org.apache.cxf.rs.security.jose.jwk.JwkUtils.fromRSAPrivateKey RSAPrivateKey|String|String,git@github.com:apache/cxf.git,6bf89e9c8804c8845ec4d38583dd33eea8256439,/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwk/JwkUtils.java,448,469,https://github.com/apache/cxf/blob/6bf89e9c8804c8845ec4d38583dd33eea8256439/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwk/JwkUtils.java/#L448-L469,1.0
5076,5595,6,8967998,feature envy,minor,27:05.7,function,"org.apache.hadoop.hive.ql.metadata.formatting.JsonMetaDataFormatter#asJson OutputStream|Map<String, Object>",git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53,/ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/JsonMetaDataFormatter.java,76,84,https://github.com/apache/hive/blob/2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53/ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/JsonMetaDataFormatter.java/#L76-L84,1.0
5090,5609,6,4756088,feature envy,major,29:17.6,function,org.apache.gobblin.util.AvroUtils.removeUncomparableFieldsFromRecord Schema|Set<Schema>,git@github.com:apache/incubator-gobblin.git,b0d130757669a5fed7c368d44f23f8a9c0d3ed4a,/gobblin-utility/src/main/java/org/apache/gobblin/util/AvroUtils.java,615,634,https://github.com/apache/incubator-gobblin/blob/b0d130757669a5fed7c368d44f23f8a9c0d3ed4a/gobblin-utility/src/main/java/org/apache/gobblin/util/AvroUtils.java/#L615-L634,1.0
5147,5666,6,9127614,feature envy,major,36:27.2,function,org.eclipse.birt.core.fs.LocalFile#mkdirs,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf,/core/org.eclipse.birt.core/src/org/eclipse/birt/core/fs/LocalFile.java,80,84,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/core/org.eclipse.birt.core/src/org/eclipse/birt/core/fs/LocalFile.java/#L80-L84,1.0
5207,5726,25,6318697,feature envy,minor,43:45.2,function,org.eclipse.kapua.app.console.module.device.client.device.bundles.DeviceTabBundles#onRender Element|int,git@github.com:eclipse/kapua.git,11e610c657f7e473b52882833e33a2261bd3d67d,/console/module/device/src/main/java/org/eclipse/kapua/app/console/module/device/client/device/bundles/DeviceTabBundles.java,111,132,https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/console/module/device/src/main/java/org/eclipse/kapua/app/console/module/device/client/device/bundles/DeviceTabBundles.java/#L111-L132,1.0
5264,5783,25,7355243,feature envy,minor,41:08.8,function,com.microsoft.tfs.client.common.ui.controls.teamexplorer.TeamExplorerControl.ProjectsMenuListener#createAction ProjectInfo|TeamConfiguration,git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d,/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/teamexplorer/TeamExplorerControl.java,607,647,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/teamexplorer/TeamExplorerControl.java/#L607-L647,1.0
5266,5785,25,5355489,feature envy,minor,41:37.5,function,org.apache.nifi.processors.media.ExtractMediaMetadata#tika_parse InputStream|String|Integer|Integer,git@github.com:apache/nifi.git,c8eff590efa3babcda0b755009224dcac168708b,/nifi-nar-bundles/nifi-media-bundle/nifi-media-processors/src/main/java/org/apache/nifi/processors/media/ExtractMediaMetadata.java,210,255,https://github.com/apache/nifi/blob/c8eff590efa3babcda0b755009224dcac168708b/nifi-nar-bundles/nifi-media-bundle/nifi-media-processors/src/main/java/org/apache/nifi/processors/media/ExtractMediaMetadata.java/#L210-L255,1.0
5268,5787,25,5602164,feature envy,major,41:53.8,function,org.apache.poi.xssf.model.TestCommentsTable#writeRead,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/testcases/org/apache/poi/xssf/model/TestCommentsTable.java,128,175,https://github.com/apache/poi/blob/351623a86924dab9c565e08e8cecfe151522c448/src/ooxml/testcases/org/apache/poi/xssf/model/TestCommentsTable.java/#L128-L175,1.0
5333,5854,5,9409891,feature envy,minor,29:00.6,function,com.sun.jndi.toolkit.url.GenericURLContext#getContinuationContext Name,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/java.naming/share/classes/com/sun/jndi/toolkit/url/GenericURLContext.java,195,201,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.naming/share/classes/com/sun/jndi/toolkit/url/GenericURLContext.java/#L195-L201,1.0
5380,5901,5,8182379,feature envy,minor,14:35.4,function,org.apache.activemq.openwire.v1.MessageDispatchNotificationMarshaller#tightMarshal1 OpenWireFormat|Object|BooleanStream,git@github.com:apache/activemq.git,ccf56875b0660214e0a61bd2f8adc418143551fc,/activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageDispatchNotificationMarshaller.java,77,88,https://github.com/apache/activemq/blob/ccf56875b0660214e0a61bd2f8adc418143551fc/activemq-client/src/main/java/org/apache/activemq/openwire/v1/MessageDispatchNotificationMarshaller.java/#L77-L88,1.0
5635,6154,10,4044091,feature envy,major,24:58.1,function,org.apache.asterix.dataflow.data.nontagged.serde.AGeometrySerializerDeserializer#serialize AGeometry|DataOutput,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35,/asterixdb/asterix-om/src/main/java/org/apache/asterix/dataflow/data/nontagged/serde/AGeometrySerializerDeserializer.java,63,75,https://github.com/apache/asterixdb/blob/223d13a06c4a4a58408aeac19674ac1f36f5ff35/asterixdb/asterix-om/src/main/java/org/apache/asterix/dataflow/data/nontagged/serde/AGeometrySerializerDeserializer.java/#L63-L75,1.0
5671,6190,16,7432284,feature envy,minor,25:51.3,function,"org.springframework.data.jdbc.config.oracle.PoolingDataSourceBeanDefinitionParser#setOptionalAttribute BeanDefinitionBuilder|Map<String, Object>|String|String|String",git@github.com:spring-projects/spring-data-jdbc-ext.git,9f19335f6f776ad36158cfaa0f5aad64333ce988,/spring-data-oracle/src/main/java/org/springframework/data/jdbc/config/oracle/PoolingDataSourceBeanDefinitionParser.java,341,388,https://github.com/spring-projects/spring-data-jdbc-ext/blob/9f19335f6f776ad36158cfaa0f5aad64333ce988/spring-data-oracle/src/main/java/org/springframework/data/jdbc/config/oracle/PoolingDataSourceBeanDefinitionParser.java/#L341-L388,0.0
5727,6246,7,6989848,feature envy,minor,15:04.9,function,"com.google.common.collect.ImmutableSetMultimap.toImmutableSetMultimap Function<? super T, ? extends K>|Function<? super T, ? extends V>",git@github.com:google/guava.git,be92294be598b9b6ff0bd1cae3335759dafcb534,/guava/src/com/google/common/collect/ImmutableSetMultimap.java,86,96,https://github.com/google/guava/blob/be92294be598b9b6ff0bd1cae3335759dafcb534/guava/src/com/google/common/collect/ImmutableSetMultimap.java/#L86-L96,1.0
5729,6248,7,7581965,feature envy,minor,16:12.7,function,org.springframework.beans.BeanUtils.findEditorByConvention Class<?>,git@github.com:spring-projects/spring-framework.git,3a0f309e2c9fdbbf7fb2d348be861528177f8555,/spring-beans/src/main/java/org/springframework/beans/BeanUtils.java,504,546,https://github.com/spring-projects/spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-beans/src/main/java/org/springframework/beans/BeanUtils.java/#L504-L546,1.0
5731,6250,7,5437592,feature envy,minor,16:33.6,function,org.apache.phoenix.coprocessor.generated.MetaDataProtos.CreateFunctionRequest.parseFrom com.google.protobuf.CodedInputStream|com.google.protobuf.ExtensionRegistryLite,git@github.com:apache/phoenix.git,69e5bb0b304a53967cef40b2a4cfc66e69ecaa51,/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/generated/MetaDataProtos.java,8189,8194,https://github.com/apache/phoenix/blob/69e5bb0b304a53967cef40b2a4cfc66e69ecaa51/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/generated/MetaDataProtos.java/#L8189-L8194,1.0
5748,6267,7,9108325,feature envy,minor,20:54.2,function,org.eclipse.birt.report.designer.data.ui.actions.EditDataSourceAction#doAction,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf,/UI/org.eclipse.birt.report.designer.ui.data/src/org/eclipse/birt/report/designer/data/ui/actions/EditDataSourceAction.java,59,70,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/UI/org.eclipse.birt.report.designer.ui.data/src/org/eclipse/birt/report/designer/data/ui/actions/EditDataSourceAction.java/#L59-L70,1.0
5771,6290,7,7949921,feature envy,minor,13:52.5,function,org.eclipse.titan.executor.executors.mctr.cli.CliExecutor#processInfoOutput BufferedReader,git@github.com:eclipse/titan.EclipsePlug-ins.git,92bae808bfd4757c9a2f7cc0e59cd17ad801394c,/org.eclipse.titan.executor/src/org/eclipse/titan/executor/executors/mctr/cli/CliExecutor.java,670,727,https://github.com/eclipse/titan.EclipsePlug-ins/blob/92bae808bfd4757c9a2f7cc0e59cd17ad801394c/org.eclipse.titan.executor/src/org/eclipse/titan/executor/executors/mctr/cli/CliExecutor.java/#L670-L727,1.0
5775,6294,7,4315829,feature envy,minor,32:09.6,function,org.apache.directory.api.ldap.model.message.SearchRequestImpl#hashCode,git@github.com:apache/directory-ldap-api.git,5b93e102556ad2191b5d30411708410d1b1a9d71,/ldap/model/src/main/java/org/apache/directory/api/ldap/model/message/SearchRequestImpl.java,373,409,https://github.com/apache/directory-ldap-api/blob/5b93e102556ad2191b5d30411708410d1b1a9d71/ldap/model/src/main/java/org/apache/directory/api/ldap/model/message/SearchRequestImpl.java/#L373-L409,1.0
5777,6296,7,5608439,feature envy,minor,32:25.1,function,org.apache.poi.xssf.extractor.XSSFExportToXml#isValid Document,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,/src/ooxml/java/org/apache/poi/xssf/extractor/XSSFExportToXml.java,243,260,https://github.com/apache/poi/blob/351623a86924dab9c565e08e8cecfe151522c448/src/ooxml/java/org/apache/poi/xssf/extractor/XSSFExportToXml.java/#L243-L260,1.0
5787,6306,7,8548892,feature envy,major,33:11.2,function,org.apache.cloudstack.ha.HAManagerImpl#configureHA Long|HAResource.ResourceType|Boolean|String,git@github.com:apache/cloudstack.git,8d3feb100aab4a45b31a789f444038b892161eec,/server/src/main/java/org/apache/cloudstack/ha/HAManagerImpl.java,337,374,https://github.com/apache/cloudstack/blob/8d3feb100aab4a45b31a789f444038b892161eec/server/src/main/java/org/apache/cloudstack/ha/HAManagerImpl.java/#L337-L374,1.0
5799,6318,7,6729098,feature envy,major,34:12.8,function,org.eclipse.wst.xsd.ui.internal.adapters.XSDWildcardAdapter#getImage,git@github.com:eclipse/webtools.sourceediting.git,fe6d03fa6ca31c9e5ebeba67b32f14d14335657d,/xml/bundles/org.eclipse.wst.xsd.ui/src-adt-xsd/org/eclipse/wst/xsd/ui/internal/adapters/XSDWildcardAdapter.java,46,66,https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/xml/bundles/org.eclipse.wst.xsd.ui/src-adt-xsd/org/eclipse/wst/xsd/ui/internal/adapters/XSDWildcardAdapter.java/#L46-L66,1.0
5831,6350,7,5456950,feature envy,major,36:59.9,function,org.apache.pulsar.broker.loadbalance.impl.SimpleLoadManagerImpl.isBelowLoadLevel SystemResourceUsage|float,git@github.com:apache/pulsar.git,044daf8d61328265640a5b3e5008fc04fac73efa,/pulsar-broker/src/main/java/org/apache/pulsar/broker/loadbalance/impl/SimpleLoadManagerImpl.java,1069,1074,https://github.com/apache/pulsar/blob/044daf8d61328265640a5b3e5008fc04fac73efa/pulsar-broker/src/main/java/org/apache/pulsar/broker/loadbalance/impl/SimpleLoadManagerImpl.java/#L1069-L1074,1.0
5836,6355,7,5310114,feature envy,major,15:40.9,function,org.apache.openjpa.jdbc.sql.DBDictionary#toBulkOperation ClassMapping|Select|JDBCStore|Object[]|Map,git@github.com:apache/openjpa.git,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,2243,2350,https://github.com/apache/openjpa/blob/8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java/#L2243-L2350,1.0
5850,6369,7,4246529,feature envy,minor,17:11.0,function,org.apache.commons.jcs.auxiliary.disk.jdbc.mysql.MySQLTableOptimizer#getTableStatus Statement,git@github.com:apache/commons-jcs.git,ad897014842fc830483f32fdfb903f3bb8f70289,/commons-jcs-core/src/main/java/org/apache/commons/jcs/auxiliary/disk/jdbc/mysql/MySQLTableOptimizer.java,212,228,https://github.com/apache/commons-jcs/blob/ad897014842fc830483f32fdfb903f3bb8f70289/commons-jcs-core/src/main/java/org/apache/commons/jcs/auxiliary/disk/jdbc/mysql/MySQLTableOptimizer.java/#L212-L228,1.0
5855,6374,7,3824920,feature envy,minor,17:56.2,function,org.apache.activemq.artemis.utils.collections.UpdatableIterator#reset,git@github.com:apache/activemq-artemis.git,5bd5c610195d6f4a3dd1ac28170727003f8a5a54,/artemis-commons/src/main/java/org/apache/activemq/artemis/utils/collections/UpdatableIterator.java,58,66,https://github.com/apache/activemq-artemis/blob/5bd5c610195d6f4a3dd1ac28170727003f8a5a54/artemis-commons/src/main/java/org/apache/activemq/artemis/utils/collections/UpdatableIterator.java/#L58-L66,1.0
5861,6380,7,3945316,feature envy,minor,18:24.2,function,org.apache.aries.subsystem.core.archive.ProvisionResourceHeader#getClause Resource,git@github.com:apache/aries.git,52293d20268de7c98833846ded2b70d6476773de,/subsystem/subsystem-core/src/main/java/org/apache/aries/subsystem/core/archive/ProvisionResourceHeader.java,127,138,https://github.com/apache/aries/blob/52293d20268de7c98833846ded2b70d6476773de/subsystem/subsystem-core/src/main/java/org/apache/aries/subsystem/core/archive/ProvisionResourceHeader.java/#L127-L138,1.0
5863,6382,7,5445165,feature envy,major,18:47.9,function,org.apache.pulsar.client.impl.ConsumerImpl#getLastMessageIdAsync,git@github.com:apache/pulsar.git,044daf8d61328265640a5b3e5008fc04fac73efa,/pulsar-client/src/main/java/org/apache/pulsar/client/impl/ConsumerImpl.java,1442,1456,https://github.com/apache/pulsar/blob/044daf8d61328265640a5b3e5008fc04fac73efa/pulsar-client/src/main/java/org/apache/pulsar/client/impl/ConsumerImpl.java/#L1442-L1456,1.0
5865,6384,7,5250124,feature envy,major,19:01.6,function,org.apache.oozie.sla.SLACalculatorMemory#reloadExpectedTimeAndConfig SLACalcStatus,git@github.com:apache/oozie.git,491e73ee9f941dfb25dfe92121fb033295ef42ee,/core/src/main/java/org/apache/oozie/sla/SLACalculatorMemory.java,540,560,https://github.com/apache/oozie/blob/491e73ee9f941dfb25dfe92121fb033295ef42ee/core/src/main/java/org/apache/oozie/sla/SLACalculatorMemory.java/#L540-L560,1.0
5871,6390,7,9158643,feature envy,major,19:57.2,function,org.eclipse.birt.report.designer.ui.ide.navigator.GenerateDocumentAction#run IAction,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf,/UI/org.eclipse.birt.report.designer.ui.preview.web/src/org/eclipse/birt/report/designer/ui/ide/navigator/GenerateDocumentAction.java,39,87,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/UI/org.eclipse.birt.report.designer.ui.preview.web/src/org/eclipse/birt/report/designer/ui/ide/navigator/GenerateDocumentAction.java/#L39-L87,1.0
5875,6394,7,3834247,feature envy,major,20:40.3,function,org.apache.accumulo.proxy.thrift.AccumuloProxy.getNamespaceIteratorSetting_result.getNamespaceIteratorSetting_resultTupleScheme#read org.apache.thrift.protocol.TProtocol|getNamespaceIteratorSetting_result,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java,126206,126230,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java/#L126206-L126230,1.0
5937,6456,5,9290971,feature envy,major,40:49.4,function,com.sun.org.apache.xml.internal.dtm.ref.DTMNodeProxy#getDocumentElement,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/java.xml/share/classes/com/sun/org/apache/xml/internal/dtm/ref/DTMNodeProxy.java,619,656,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.xml/share/classes/com/sun/org/apache/xml/internal/dtm/ref/DTMNodeProxy.java/#L619-L656,1.0
6019,6538,5,5207888,feature envy,minor,16:32.4,function,org.apache.nifi.registry.provider.flow.git.GitFlowPersistenceProvider#createFlowSnapshotMetdata Flow,git@github.com:apache/nifi-registry.git,563bfeda9766b7fe9d4480c55ac7212679db10c8,/nifi-registry-core/nifi-registry-framework/src/main/java/org/apache/nifi/registry/provider/flow/git/GitFlowPersistenceProvider.java,332,349,https://github.com/apache/nifi-registry/blob/563bfeda9766b7fe9d4480c55ac7212679db10c8/nifi-registry-core/nifi-registry-framework/src/main/java/org/apache/nifi/registry/provider/flow/git/GitFlowPersistenceProvider.java/#L332-L349,0.5
6034,6553,13,9301230,feature envy,minor,13:31.1,function,sun.security.pkcs11.NativeKeyHolder.NativeKeyHolder P11Key|long|Session|boolean|boolean,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java,1154,1211,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java/#L1154-L1211,1.0
6048,6567,13,5423009,feature envy,minor,50:44.6,function,org.apache.phoenix.coprocessor.generated.MetaDataProtos.ClearCacheResponse.ClearCacheResponse com.google.protobuf.CodedInputStream|com.google.protobuf.ExtensionRegistryLite,git@github.com:apache/phoenix.git,69e5bb0b304a53967cef40b2a4cfc66e69ecaa51,/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/generated/MetaDataProtos.java,13962,14001,https://github.com/apache/phoenix/blob/69e5bb0b304a53967cef40b2a4cfc66e69ecaa51/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/generated/MetaDataProtos.java/#L13962-L14001,1.0
6055,6574,13,4426200,feature envy,minor,01:58.2,function,org.apache.eagle.jpm.spark.history.status.JobHistoryZKStateManager#resetApplications,git@github.com:apache/eagle.git,7ac9421c2c27d12ae88f001866b4444310fcaa3f,/eagle-jpm/eagle-jpm-spark-history/src/main/java/org/apache/eagle/jpm/spark/history/status/JobHistoryZKStateManager.java,103,133,https://github.com/apache/eagle/blob/7ac9421c2c27d12ae88f001866b4444310fcaa3f/eagle-jpm/eagle-jpm-spark-history/src/main/java/org/apache/eagle/jpm/spark/history/status/JobHistoryZKStateManager.java/#L103-L133,0.5
6134,6653,3,4514232,feature envy,minor,56:54.4,function,org.apache.felix.framework.SecurityActivator#start BundleContext,git@github.com:apache/felix.git,a132994b250751d4ba3b115ee070ba397d9840ca,/framework.security/src/main/java/org/apache/felix/framework/SecurityActivator.java,99,220,https://github.com/apache/felix/blob/a132994b250751d4ba3b115ee070ba397d9840ca/framework.security/src/main/java/org/apache/felix/framework/SecurityActivator.java/#L99-L220,1.0
6168,6687,3,8791597,feature envy,major,08:42.2,function,org.apache.airavata.registry.api.service.handler.RegistryServerHandler#updateExperiment String|ExperimentModel,git@github.com:apache/airavata.git,391843a00eefa7b6213e845f2f044b4e042894d5,/modules/registry/registry-server/registry-api-service/src/main/java/org/apache/airavata/registry/api/service/handler/RegistryServerHandler.java,3124,3178,https://github.com/apache/airavata/blob/391843a00eefa7b6213e845f2f044b4e042894d5/modules/registry/registry-server/registry-api-service/src/main/java/org/apache/airavata/registry/api/service/handler/RegistryServerHandler.java/#L3124-L3178,1.0
6305,6822,3,4933953,feature envy,minor,33:17.8,function,org.apache.wiki.providers.VersioningFileProvider#getPageInfo String|int,git@github.com:apache/jspwiki.git,820684992fa0b736505506d6810fdcdf7ad2dbb5,/jspwiki-main/src/main/java/org/apache/wiki/providers/VersioningFileProvider.java,540,631,https://github.com/apache/jspwiki/blob/820684992fa0b736505506d6810fdcdf7ad2dbb5/jspwiki-main/src/main/java/org/apache/wiki/providers/VersioningFileProvider.java/#L540-L631,1.0
6317,6834,3,7870683,feature envy,major,43:40.7,function,org.apache.geode.admin.jmx.internal.MailManager#processEmail EmailData,git@github.com:apache/geode.git,8fd839e8b73e40bd2dfd14f331b587431bd35a66,/geode-core/src/main/java/org/apache/geode/admin/jmx/internal/MailManager.java,80,150,https://github.com/apache/geode/blob/8fd839e8b73e40bd2dfd14f331b587431bd35a66/geode-core/src/main/java/org/apache/geode/admin/jmx/internal/MailManager.java/#L80-L150,1.0
6336,6853,3,6190494,feature envy,major,00:28.7,function,org.eclipse.che.api.languageserver.InitializeParamsProvider#get String,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/wsagent/che-core-api-languageserver/src/main/java/org/eclipse/che/api/languageserver/InitializeParamsProvider.java,73,114,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/wsagent/che-core-api-languageserver/src/main/java/org/eclipse/che/api/languageserver/InitializeParamsProvider.java/#L73-L114,1.0
