,id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
2534,3068,17,4979404,data class,major,32:31.6,class,org.jclouds.profitbricks.domain.DataCenter.Request.CreatePayload,git@github.com:apache/jclouds.git,c2670079fabe74f163f43fbade0866469f7a84ec,/providers/profitbricks/src/main/java/org/jclouds/profitbricks/domain/DataCenter.java,103,110,https://github.com/apache/jclouds/blob/c2670079fabe74f163f43fbade0866469f7a84ec/providers/profitbricks/src/main/java/org/jclouds/profitbricks/domain/DataCenter.java/#L103-L110,1.0
2537,3071,14,9483594,data class,major,32:33.6,class,org.apache.hadoop.mapreduce.task.ReduceContextImpl.ValueIterable,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/task/ReduceContextImpl.java,350,356,https://github.com/apache/hadoop/blob/128dd91e10080bdcbcd7d555fa3c4105e55a6b51/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/task/ReduceContextImpl.java/#L350-L356,1.0
2543,3077,14,6093270,data class,critical,32:59.5,class,org.eclipse.eavp.tests.viz.service.datastructures.VizObject.VizObjectTester,git@github.com:eclipse/eavp.git,20c1ce932e95084e386656526d0a2ac4197f786f,/org.eclipse.eavp.tests.viz.datastructures/src/org/eclipse/eavp/tests/viz/service/datastructures/VizObject/VizObjectTester.java,40,344,https://github.com/eclipse/eavp/blob/20c1ce932e95084e386656526d0a2ac4197f786f/org.eclipse.eavp.tests.viz.datastructures/src/org/eclipse/eavp/tests/viz/service/datastructures/VizObject/VizObjectTester.java/#L40-L344,1.0
2581,3115,1,7247219,data class,major,36:11.2,class,org.graalvm.visualvm.lib.jfluid.classfile.BaseClassInfo,git@github.com:oracle/visualvm.git,d9b10575b53d535e10c6e8c41831ebe38483c65b,/visualvm/libs.profiler/lib.profiler/src/org/graalvm/visualvm/lib/jfluid/classfile/BaseClassInfo.java,53,103,https://github.com/oracle/visualvm/blob/d9b10575b53d535e10c6e8c41831ebe38483c65b/visualvm/libs.profiler/lib.profiler/src/org/graalvm/visualvm/lib/jfluid/classfile/BaseClassInfo.java/#L53-L103,1.0
2600,3132,17,5515839,data class,major,37:16.4,class,org.apache.rocketmq.broker.transaction.TransactionRecord,git@github.com:apache/rocketmq.git,971fa8ed8b209b39bdfe41c57cd64576d244e6bd,/broker/src/main/java/org/apache/rocketmq/broker/transaction/TransactionRecord.java,22,43,https://github.com/apache/rocketmq/blob/971fa8ed8b209b39bdfe41c57cd64576d244e6bd/broker/src/main/java/org/apache/rocketmq/broker/transaction/TransactionRecord.java/#L22-L43,1.0
2625,3155,14,8736644,data class,major,39:26.1,class,org.apache.hadoop.mapreduce.v2.hs.HistoryClientService,git@github.com:apache/hadoop-common.git,42a61a4fbc88303913c4681f0d40ffcc737e70b5,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-hs/src/main/java/org/apache/hadoop/mapreduce/v2/hs/HistoryClientService.java,99,435,https://github.com/apache/hadoop-common/blob/42a61a4fbc88303913c4681f0d40ffcc737e70b5/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-hs/src/main/java/org/apache/hadoop/mapreduce/v2/hs/HistoryClientService.java/#L99-L435,0.0
2635,3165,5,6293765,data class,major,40:33.8,class,org.eclipse.jetty.websocket.api.UpgradeRequest,git@github.com:eclipse/jetty.project.git,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7,/jetty-websocket/websocket-api/src/main/java/org/eclipse/jetty/websocket/api/UpgradeRequest.java,32,323,https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-websocket/websocket-api/src/main/java/org/eclipse/jetty/websocket/api/UpgradeRequest.java/#L32-L323,1.0
2653,3183,1,5948040,data class,major,43:02.4,class,org.superbiz.rest.Book,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,/examples/mp-rest-client/src/main/java/org/superbiz/rest/Book.java,22,50,https://github.com/apache/tomee/blob/d21933b313aff812fe5188b57bf572a9ad649148/examples/mp-rest-client/src/main/java/org/superbiz/rest/Book.java/#L22-L50,1.0
2655,3185,5,6544247,data class,minor,43:29.2,class,org.eclipse.n4js.ts.services.TypeExpressionsGrammarAccess.TypeRefWithoutModifiersElements,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts/src-gen/org/eclipse/n4js/ts/services/TypeExpressionsGrammarAccess.java,201,255,https://github.com/eclipse/n4js/blob/f715912fce0352ab574ff878086f77d17a78c908/plugins/org.eclipse.n4js.ts/src-gen/org/eclipse/n4js/ts/services/TypeExpressionsGrammarAccess.java/#L201-L255,1.0
2665,3195,17,5810647,data class,major,44:26.1,class,org.apache.tinkerpop.gremlin.process.traversal.strategy.decoration.SackStrategy.Builder,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/strategy/decoration/SackStrategy.java,58,85,https://github.com/apache/tinkerpop/blob/7d9df0f0acf08f9e675ca7b337fc5e0243c09b53/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/strategy/decoration/SackStrategy.java/#L58-L85,1.0
2667,3197,17,8715463,data class,major,44:35.1,class,org.eclipse.swt.opengl.GLData,git@github.com:eclipse/eclipse.platform.swt.git,bf870e8ff7e54069e96e5c9a74dc84d49a444484,/bundles/org.eclipse.swt/Eclipse SWT OpenGL/common/org/eclipse/swt/opengl/GLData.java,27,151,https://github.com/eclipse/eclipse.platform.swt/blob/bf870e8ff7e54069e96e5c9a74dc84d49a444484/bundles/org.eclipse.swt/Eclipse SWT OpenGL/common/org/eclipse/swt/opengl/GLData.java/#L27-L151,1.0
2671,3201,17,7129383,data class,minor,44:47.7,class,com.linkedin.d2.balancer.clients.RewriteLoadBalancerClient,git@github.com:linkedin/rest.li.git,ad74aa98da8a55ad9c339d0769a3e8fb495765af,/d2/src/main/java/com/linkedin/d2/balancer/clients/RewriteLoadBalancerClient.java,41,111,https://github.com/linkedin/rest.li/blob/ad74aa98da8a55ad9c339d0769a3e8fb495765af/d2/src/main/java/com/linkedin/d2/balancer/clients/RewriteLoadBalancerClient.java/#L41-L111,1.0
2697,3227,17,4046009,data class,major,45:48.4,class,org.apache.beam.sdk.nexmark.queries.NexmarkQueryTransform,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60,/sdks/java/testing/nexmark/src/main/java/org/apache/beam/sdk/nexmark/queries/NexmarkQueryTransform.java,34,62,https://github.com/apache/beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/testing/nexmark/src/main/java/org/apache/beam/sdk/nexmark/queries/NexmarkQueryTransform.java/#L34-L62,1.0
2705,3235,17,7455354,data class,minor,46:17.9,class,example.model.Customer1762,git@github.com:spring-projects/spring-data-examples.git,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,/jpa/deferred/src/main/java/example/model/Customer1762.java,8,27,https://github.com/spring-projects/spring-data-examples/blob/ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4/jpa/deferred/src/main/java/example/model/Customer1762.java/#L8-L27,0.0
2725,3255,20,4066245,data class,major,47:28.2,class,org.apache.beam.sdk.io.cassandra.CassandraIO.Write.Builder,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60,/sdks/java/io/cassandra/src/main/java/org/apache/beam/sdk/io/cassandra/CassandraIO.java,936,957,https://github.com/apache/beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/io/cassandra/src/main/java/org/apache/beam/sdk/io/cassandra/CassandraIO.java/#L936-L957,1.0
2763,3293,1,5388415,data class,minor,49:59.4,class,org.apache.phoenix.schema.stats.StatisticsCollectionRunTracker.ColumnFamilyRegionInfo,git@github.com:apache/phoenix.git,69e5bb0b304a53967cef40b2a4cfc66e69ecaa51,/phoenix-core/src/main/java/org/apache/phoenix/schema/stats/StatisticsCollectionRunTracker.java,129,159,https://github.com/apache/phoenix/blob/69e5bb0b304a53967cef40b2a4cfc66e69ecaa51/phoenix-core/src/main/java/org/apache/phoenix/schema/stats/StatisticsCollectionRunTracker.java/#L129-L159,1.0
2815,3343,1,6834927,data class,major,54:55.6,class,org.eclipse.n4js.services.N4JSGrammarAccess.BitwiseORExpressionElements,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js/src-gen/org/eclipse/n4js/services/N4JSGrammarAccess.java,6096,6144,https://github.com/eclipse/n4js/blob/f715912fce0352ab574ff878086f77d17a78c908/plugins/org.eclipse.n4js/src-gen/org/eclipse/n4js/services/N4JSGrammarAccess.java/#L6096-L6144,1.0
2848,3376,1,4043845,data class,minor,57:38.5,class,org.apache.asterix.common.config.BuildProperties,git@github.com:apache/asterixdb.git,223d13a06c4a4a58408aeac19674ac1f36f5ff35,/asterixdb/asterix-common/src/main/java/org/apache/asterix/common/config/BuildProperties.java,24,34,https://github.com/apache/asterixdb/blob/223d13a06c4a4a58408aeac19674ac1f36f5ff35/asterixdb/asterix-common/src/main/java/org/apache/asterix/common/config/BuildProperties.java/#L24-L34,1.0
2853,3381,17,7372800,data class,minor,58:28.4,class,com.microsoft.tfs.core.persistence.LockMode,git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d,/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/persistence/LockMode.java,15,36,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/persistence/LockMode.java/#L15-L36,1.0
2857,3385,17,5498814,data class,minor,58:43.6,class,org.apache.rocketmq.mysql.Config,git@github.com:apache/rocketmq-externals.git,dba6eb0c997d5c325f26b3d1da9d739d927228dc,/rocketmq-mysql/src/main/java/org/apache/rocketmq/mysql/Config.java,26,130,https://github.com/apache/rocketmq-externals/blob/dba6eb0c997d5c325f26b3d1da9d739d927228dc/rocketmq-mysql/src/main/java/org/apache/rocketmq/mysql/Config.java/#L26-L130,1.0
2859,3387,17,7036119,data class,major,58:54.5,class,tv.sage.SageRuntimeException,git@github.com:google/sagetv.git,a35e3a450b4c0134cb097b9e7de76dca08eb6654,/java/tv/sage/SageRuntimeException.java,23,68,https://github.com/google/sagetv/blob/a35e3a450b4c0134cb097b9e7de76dca08eb6654/java/tv/sage/SageRuntimeException.java/#L23-L68,1.0
2874,3402,17,4935573,data class,major,00:46.4,class,org.jclouds.gogrid.domain.Option.Builder,git@github.com:apache/jclouds.git,c2670079fabe74f163f43fbade0866469f7a84ec,/providers/gogrid/src/main/java/org/jclouds/gogrid/domain/Option.java,48,89,https://github.com/apache/jclouds/blob/c2670079fabe74f163f43fbade0866469f7a84ec/providers/gogrid/src/main/java/org/jclouds/gogrid/domain/Option.java/#L48-L89,1.0
2944,3472,4,3757097,data class,major,05:05.5,class,com.alibaba.druid.sql.ast.statement.SQLDropTableStatement,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/sql/ast/statement/SQLDropTableStatement.java,26,146,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/sql/ast/statement/SQLDropTableStatement.java/#L26-L146,1.0
2955,3483,1,3715636,data class,critical,05:29.5,class,com.taobao.android.builder.tools.bundleinfo.model.BasicBundleInfo,git@github.com:alibaba/atlas.git,e8c7b3f1ff14b2a1df64321c6992b796cae7d732,/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java,220,365,https://github.com/alibaba/atlas/blob/e8c7b3f1ff14b2a1df64321c6992b796cae7d732/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/bundleinfo/model/BasicBundleInfo.java/#L220-L365,1.0
2975,3503,17,5392679,data class,major,06:13.4,class,org.apache.openejb.jee.sun.JaxbSun.NamespaceFilter,git@github.com:apache/openejb.git,f10c077ade927d73bdbd9ed4cc28b79f58a1cd66,/openejb/container/openejb-jee/src/main/java/org/apache/openejb/jee/sun/JaxbSun.java,96,106,https://github.com/apache/openejb/blob/f10c077ade927d73bdbd9ed4cc28b79f58a1cd66/openejb/container/openejb-jee/src/main/java/org/apache/openejb/jee/sun/JaxbSun.java/#L96-L106,0.0
2988,3516,16,5394068,data class,minor,06:53.1,class,org.apache.phoenix.hbase.index.metrics.MetricsIndexerSource,git@github.com:apache/phoenix.git,69e5bb0b304a53967cef40b2a4cfc66e69ecaa51,/phoenix-core/src/main/java/org/apache/phoenix/hbase/index/metrics/MetricsIndexerSource.java,25,150,https://github.com/apache/phoenix/blob/69e5bb0b304a53967cef40b2a4cfc66e69ecaa51/phoenix-core/src/main/java/org/apache/phoenix/hbase/index/metrics/MetricsIndexerSource.java/#L25-L150,1.0
3069,3597,5,3874200,data class,major,12:32.4,class,org.apache.ambari.server.controller.ClusterServiceArtifactResponse,git@github.com:apache/ambari.git,2bc4779a1e6aabe638101fc8b0e28cd1963d6b13,/ambari-server/src/main/java/org/apache/ambari/server/controller/ClusterServiceArtifactResponse.java,32,52,https://github.com/apache/ambari/blob/2bc4779a1e6aabe638101fc8b0e28cd1963d6b13/ambari-server/src/main/java/org/apache/ambari/server/controller/ClusterServiceArtifactResponse.java/#L32-L52,1.0
3077,3605,5,5515226,data class,critical,12:50.2,class,org.apache.rocketmq.common.constant.DBMsgConstants,git@github.com:apache/rocketmq.git,971fa8ed8b209b39bdfe41c57cd64576d244e6bd,/common/src/main/java/org/apache/rocketmq/common/constant/DBMsgConstants.java,20,22,https://github.com/apache/rocketmq/blob/971fa8ed8b209b39bdfe41c57cd64576d244e6bd/common/src/main/java/org/apache/rocketmq/common/constant/DBMsgConstants.java/#L20-L22,1.0
3100,3628,20,7294947,data class,major,14:40.9,class,org.grails.ide.eclipse.ui.internal.inplace.GrailsCompletionUtils.GrailsContentProposal,git@github.com:spring-projects/grails-ide.git,cb5162c5a7fc60a2847c39d2750003ada7e80ff7,/org.grails.ide.eclipse.ui/src/org/grails/ide/eclipse/ui/internal/inplace/GrailsCompletionUtils.java,453,501,https://github.com/spring-projects/grails-ide/blob/cb5162c5a7fc60a2847c39d2750003ada7e80ff7/org.grails.ide.eclipse.ui/src/org/grails/ide/eclipse/ui/internal/inplace/GrailsCompletionUtils.java/#L453-L501,0.5
3140,3668,20,7801178,data class,major,16:59.3,class,org.apache.geode.internal.cache.DiskId.PersistenceWithIntOffset,git@github.com:apache/geode.git,8fd839e8b73e40bd2dfd14f331b587431bd35a66,/geode-core/src/main/java/org/apache/geode/internal/cache/DiskId.java,531,564,https://github.com/apache/geode/blob/8fd839e8b73e40bd2dfd14f331b587431bd35a66/geode-core/src/main/java/org/apache/geode/internal/cache/DiskId.java/#L531-L564,1.0
3148,3676,4,7391055,data class,major,17:39.7,class,org.springframework.data.release.model.Release,git@github.com:spring-projects/spring-data-dev-tools.git,a25ff3ae28026f132871f7172c6ba5c3b64e1671,/release-tools/src/main/java/org/springframework/data/release/model/Release.java,25,33,https://github.com/spring-projects/spring-data-dev-tools/blob/a25ff3ae28026f132871f7172c6ba5c3b64e1671/release-tools/src/main/java/org/springframework/data/release/model/Release.java/#L25-L33,0.0
3149,3677,20,7633038,data class,major,17:59.5,class,org.springframework.ide.eclipse.beans.ui.model.properties.ChildBeanProperties.ConfigFilePropertySource,git@github.com:spring-projects/spring-ide.git,915fe9bffd50db45ee0b8fb993416e45dee68179,/plugins/org.springframework.ide.eclipse.beans.ui/src/org/springframework/ide/eclipse/beans/ui/model/properties/ChildBeanProperties.java,154,166,https://github.com/spring-projects/spring-ide/blob/915fe9bffd50db45ee0b8fb993416e45dee68179/plugins/org.springframework.ide.eclipse.beans.ui/src/org/springframework/ide/eclipse/beans/ui/model/properties/ChildBeanProperties.java/#L154-L166,1.0
3168,3696,4,5581462,data class,minor,19:17.4,class,org.apache.servicecomb.it.schema.User,git@github.com:apache/servicecomb-java-chassis.git,72cd0e137c4a0c3b899adfa6e19e2fd590743014,/integration-tests/it-common/src/main/java/org/apache/servicecomb/it/schema/User.java,23,76,https://github.com/apache/servicecomb-java-chassis/blob/72cd0e137c4a0c3b899adfa6e19e2fd590743014/integration-tests/it-common/src/main/java/org/apache/servicecomb/it/schema/User.java/#L23-L76,1.0
3179,3707,13,8401179,data class,major,20:27.5,class,org.apache.camel.component.infinispan.embedded.InfinispanAsyncLocalEventListener,git@github.com:apache/camel.git,8a85a70643c4d6eec2d3abddeea44ecb06c2f486,/components/camel-infinispan/src/main/java/org/apache/camel/component/infinispan/embedded/InfinispanAsyncLocalEventListener.java,24,29,https://github.com/apache/camel/blob/8a85a70643c4d6eec2d3abddeea44ecb06c2f486/components/camel-infinispan/src/main/java/org/apache/camel/component/infinispan/embedded/InfinispanAsyncLocalEventListener.java/#L24-L29,1.0
3229,3757,20,6463026,data class,major,23:17.8,class,org.eclipse.packagedrone.repo.utils.osgi.bundle.BundleInformation.RequireCapability,git@github.com:eclipse/packagedrone.git,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,/bundles/org.eclipse.packagedrone.repo.utils.osgi/src/org/eclipse/packagedrone/repo/utils/osgi/bundle/BundleInformation.java,377,406,https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.eclipse.packagedrone.repo.utils.osgi/src/org/eclipse/packagedrone/repo/utils/osgi/bundle/BundleInformation.java/#L377-L406,1.0
3262,3790,4,8065474,data class,major,24:57.4,class,org.eclipse.xtext.ui.tests.editor.contentassist.services.TwoContextsTestLanguageGrammarAccess.AnElementElements,git@github.com:eclipse/xtext-eclipse.git,0c7546b6aaf3644a77fc68eef9f3da368cbbeabd,/org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/TwoContextsTestLanguageGrammarAccess.java,40,82,https://github.com/eclipse/xtext-eclipse/blob/0c7546b6aaf3644a77fc68eef9f3da368cbbeabd/org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/TwoContextsTestLanguageGrammarAccess.java/#L40-L82,1.0
3309,3837,20,3953485,data class,minor,27:36.8,class,org.apache.apex.malhar.lib.fs.s3.S3FileMerger,git@github.com:apache/apex-malhar.git,1acaf15f425d72f19bb590c667987ed5d81d7f25,/library/src/main/java/org/apache/apex/malhar/lib/fs/s3/S3FileMerger.java,57,304,https://github.com/apache/apex-malhar/blob/1acaf15f425d72f19bb590c667987ed5d81d7f25/library/src/main/java/org/apache/apex/malhar/lib/fs/s3/S3FileMerger.java/#L57-L304,0.5
3311,3839,16,8152732,data class,minor,27:37.7,class,samples.transport.FileTransport,git@github.com:apache/axis1-java.git,7043f1ab0397d1ae35f879f2bcc99be1e9b55644,/samples/transport-sample/src/main/java/samples/transport/FileTransport.java,28,34,https://github.com/apache/axis1-java/blob/7043f1ab0397d1ae35f879f2bcc99be1e9b55644/samples/transport-sample/src/main/java/samples/transport/FileTransport.java/#L28-L34,1.0
3331,3859,1,3797964,data class,major,28:17.9,class,com.alipay.dw.jstorm.transcation.TransactionalGlobalCount.Value,git@github.com:alibaba/jstorm.git,5d6cde22dbca7df3d6e6830bf94f98a6639ab559,/example/sequence-split-merge/src/main/java/com/alipay/dw/jstorm/transcation/TransactionalGlobalCount.java,93,96,https://github.com/alibaba/jstorm/blob/5d6cde22dbca7df3d6e6830bf94f98a6639ab559/example/sequence-split-merge/src/main/java/com/alipay/dw/jstorm/transcation/TransactionalGlobalCount.java/#L93-L96,1.0
3368,3896,13,6288529,data class,minor,53:39.3,class,org.jnosql.diana.api.column.query.JsonObjects,git@github.com:eclipse/jnosql.git,9f03fa6ffe2dd4b538f7dbce424649aa4e484657,/communication/diana-column/src/main/java/org/jnosql/diana/api/column/query/JsonObjects.java,28,40,https://github.com/eclipse/jnosql/blob/9f03fa6ffe2dd4b538f7dbce424649aa4e484657/communication/diana-column/src/main/java/org/jnosql/diana/api/column/query/JsonObjects.java/#L28-L40,1.0
3379,3907,13,3857472,data class,major,24:33.7,class,org.apache.ivy.core.module.descriptor.DefaultArtifact,git@github.com:apache/ant-ivy.git,4ffcf8f06f238b17e78e8033c3e8278833e452eb,/src/java/org/apache/ivy/core/module/descriptor/DefaultArtifact.java,30,146,https://github.com/apache/ant-ivy/blob/4ffcf8f06f238b17e78e8033c3e8278833e452eb/src/java/org/apache/ivy/core/module/descriptor/DefaultArtifact.java/#L30-L146,1.0
3385,3913,13,8768107,data class,major,26:41.3,class,org.apache.hadoop.mapreduce.Cluster,git@github.com:apache/hadoop-common.git,42a61a4fbc88303913c4681f0d40ffcc737e70b5,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/Cluster.java,50,429,https://github.com/apache/hadoop-common/blob/42a61a4fbc88303913c4681f0d40ffcc737e70b5/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/Cluster.java/#L50-L429,0.0
3410,3938,13,8682807,data class,minor,35:58.4,class,org.apache.ignite.internal.processors.igfs.IgfsHandshakeResponse,git@github.com:apache/ignite.git,7a7c407ea41477aae8508bfe871b4e9a67e1b277,/modules/core/src/main/java/org/apache/ignite/internal/processors/igfs/IgfsHandshakeResponse.java,29,104,https://github.com/apache/ignite/blob/7a7c407ea41477aae8508bfe871b4e9a67e1b277/modules/core/src/main/java/org/apache/ignite/internal/processors/igfs/IgfsHandshakeResponse.java/#L29-L104,1.0
3436,3964,13,7413961,data class,major,46:35.6,class,com.oracle.truffle.polyglot.PolyglotExceptionImpl,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/truffle/src/com.oracle.truffle.polyglot/src/com/oracle/truffle/polyglot/PolyglotExceptionImpl.java,69,651,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/truffle/src/com.oracle.truffle.polyglot/src/com/oracle/truffle/polyglot/PolyglotExceptionImpl.java/#L69-L651,1.0
3443,3971,13,6656706,data class,minor,47:59.8,class,org.eclipse.wst.css.core.internal.document.CSSModelParser,git@github.com:eclipse/webtools.sourceediting.git,fe6d03fa6ca31c9e5ebeba67b32f14d14335657d,/web/bundles/org.eclipse.wst.css.core/src/org/eclipse/wst/css/core/internal/document/CSSModelParser.java,51,1319,https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/bundles/org.eclipse.wst.css.core/src/org/eclipse/wst/css/core/internal/document/CSSModelParser.java/#L51-L1319,1.0
3505,4035,20,5055368,data class,major,12:22.9,class,org.apache.jena.sparql.util.IsoMatcher.Cause,git@github.com:apache/jena.git,1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77,/jena-arq/src/main/java/org/apache/jena/sparql/util/IsoMatcher.java,113,122,https://github.com/apache/jena/blob/1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77/jena-arq/src/main/java/org/apache/jena/sparql/util/IsoMatcher.java/#L113-L122,1.0
3536,4066,5,7652241,data class,critical,25:50.0,class,org.springframework.social.github.api.GitHubUser,git@github.com:spring-projects/spring-social-github.git,7939988245be49486d27c42c30bfb0a567c6ec1b,/spring-social-github/src/main/java/org/springframework/social/github/api/GitHubUser.java,30,72,https://github.com/spring-projects/spring-social-github/blob/7939988245be49486d27c42c30bfb0a567c6ec1b/spring-social-github/src/main/java/org/springframework/social/github/api/GitHubUser.java/#L30-L72,0.0
3539,4069,5,7986025,data class,critical,27:07.7,class,org.eclipse.xtext.xtype.XtypePackage,git@github.com:eclipse/xtext-extras.git,5634c291880cd46fe2f8e9a47e48ef88b85e8bda,/org.eclipse.xtext.xbase/emf-gen/org/eclipse/xtext/xtype/XtypePackage.java,38,639,https://github.com/eclipse/xtext-extras/blob/5634c291880cd46fe2f8e9a47e48ef88b85e8bda/org.eclipse.xtext.xbase/emf-gen/org/eclipse/xtext/xtype/XtypePackage.java/#L38-L639,0.0
3588,4118,23,5737990,data class,major,06:09.3,class,org.apache.storm.stats.BoltExecutorStats,git@github.com:apache/storm.git,dc56e32f3dcdd9396a827a85029d60ed97474786,/storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java,24,95,https://github.com/apache/storm/blob/dc56e32f3dcdd9396a827a85029d60ed97474786/storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java/#L24-L95,1.0
3628,4156,23,3820002,data class,major,22:55.7,class,org.apache.accumulo.core.clientImpl.OfflineIterator.OfflineIteratorEnvironment,git@github.com:apache/accumulo.git,f896c98c2356a52dfa2235d2cc02ae556ab17909,/core/src/main/java/org/apache/accumulo/core/clientImpl/OfflineIterator.java,70,143,https://github.com/apache/accumulo/blob/f896c98c2356a52dfa2235d2cc02ae556ab17909/core/src/main/java/org/apache/accumulo/core/clientImpl/OfflineIterator.java/#L70-L143,1.0
3631,4159,23,7276572,data class,critical,24:08.0,class,com.sap.iot.starterkit.cert.type.Device,git@github.com:SAP/iot-starterkit.git,f0d9ce06a1a98569a5a4eed76a2ec0aa87c1a1df,/neo/apps/java/authentication/com.sap.iot.starterkit.cert/src/main/java/com/sap/iot/starterkit/cert/type/Device.java,3,45,https://github.com/SAP/iot-starterkit/blob/f0d9ce06a1a98569a5a4eed76a2ec0aa87c1a1df/neo/apps/java/authentication/com.sap.iot.starterkit.cert/src/main/java/com/sap/iot/starterkit/cert/type/Device.java/#L3-L45,0.0
3644,4172,23,4185136,data class,minor,26:34.5,class,org.apache.cayenne.di.DIRuntimeException,git@github.com:apache/cayenne.git,5be5235ed1c02589b6300e9729cf3c308c0173e8,/cayenne-di/src/main/java/org/apache/cayenne/di/DIRuntimeException.java,26,55,https://github.com/apache/cayenne/blob/5be5235ed1c02589b6300e9729cf3c308c0173e8/cayenne-di/src/main/java/org/apache/cayenne/di/DIRuntimeException.java/#L26-L55,1.0
3680,4210,7,6541523,data class,major,27:27.0,class,org.eclipse.xsemantics.example.lambda.typesystem.lambda.rules.UnifyBasicTypeVariableTypeRule,git@github.com:eclipse/xsemantics.git,63c2c5078380cfb9bf0e47d1ca031259b472368b,/examples/org.eclipse.xsemantics.example.lambda/old/src-gen-ts/org/xtypes/example/lambda/typesystem/lambda/rules/UnifyBasicTypeVariableTypeRule.java,16,79,https://github.com/eclipse/xsemantics/blob/63c2c5078380cfb9bf0e47d1ca031259b472368b/examples/org.eclipse.xsemantics.example.lambda/old/src-gen-ts/org/xtypes/example/lambda/typesystem/lambda/rules/UnifyBasicTypeVariableTypeRule.java/#L16-L79,0.5
3685,4215,7,5767556,data class,critical,27:58.2,class,org.apache.syncope.core.persistence.jpa.entity.JPADynRealmMembership,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78,/core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADynRealmMembership.java,30,79,https://github.com/apache/syncope/blob/114c412afbfba24ffb4fbc804e5308a823a16a78/core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADynRealmMembership.java/#L30-L79,1.0
